2941e-9,3963e-9,3017e-9,-0.33490661267770744
4266e-9,6499e-9,4285e-9,-0.18925518133679967
16026e-9,22212e-9,6969e-9,0.176573948717444
32869e-9,54753e-9,26346e-9,0.0027962736931737217
108587e-9,1706e-7,77507e-9,0.05289201397579921
547776e-9,870325e-9,529671e-9,-0.008136816393098635
0.002029596,0.00238946,989015e-9,-0.007713201640977501
0.005270363,0.005507817,0.002330234,0
0.013890809,0.013027409,0.007408672,0
0.047491734,0.050815943,0.020547736,0
0.076435623,0.047262825,0.023968203,0
0.369992912,0.288662502,0.256366119,0
0.98332649,0.784101183,0.576311861,0
1.602408367,1.467063702,0.874343564,0
