4208e-9,5299e-9,808e-8,0.025138725983620894
2784e-9,7168e-9,4261e-9,-0.08837833393452052
8077e-9,13224e-9,709e-8,-0.08018886129054448
24884e-9,37582e-9,1769e-8,0.07534276513169944
102462e-9,146112e-9,75051e-9,0.014197347451006028
348541e-9,602792e-9,364199e-9,0.0044036120560186276
0.001668586,0.00288517,0.001191348,0.002288777950817788
0.004537886,0.008372932,0.003439911,0
0.018039926,0.033898705,0.012404445,0
0.041783251,0.07872418,0.034442227,0
0.088359691,0.177711238,0.061256938,0
0.632621255,1.343014926,0.533906493,0
2.156886235,4.489621752,1.556536285,0
4.933529468,10.295127504,3.257866639,0
