38617e-9,58582e-9,12482e-9,19328e-9,158e-8,16974e-9
25229e-9,4109e-8,27821e-9,25825e-9,1238e-9,39811e-9
54187e-9,55246e-9,50026e-9,47934e-9,339e-8,65634e-9
73115e-9,115656e-9,138329e-9,15928e-8,4122e-9,169455e-9
415967e-9,358394e-9,580637e-9,943009e-9,12897e-9,668968e-9
0.001873305,0.001189583,0.00192833,0.00636201,4957e-8,0.002153907
0.008248158,0.004694526,0.00814355,0.028110909,20255e-8,0.009217358
0.02493743,0.012470936,0.021958519,0.062728054,56794e-8,0.025127017
0.122544959,0.040567945,0.078820133,0.192690759,0.002063942,0.091863001
0.440501982,0.125514764,0.229214398,0.563441304,0.005625158,0.273843255
0.873960084,0.251345412,0.476008499,1.018191717,0.010951734,0.574792354
6.586519048,1.815003051,3.356546135,5.531213488,0.073755671,4.120101459
20.783712079,5.845075698,14.271588942,17.912506649,0.245834608,16.737120615
49.154564235,15.111527348,38.410643597,43.872637446,0.576476737,43.99636566
