2842e-9,3517e-9,3431e-9,-0.40494824998181295
255e-8,6328e-9,4188e-9,0.1015636243871007
7123e-9,13619e-9,6075e-9,-0.27978234158475035
2147e-8,67539e-9,17775e-9,-0.0023295229510007995
116968e-9,219518e-9,80153e-9,-0.01485316397207507
907072e-9,0.001032609,248175e-9,-0.018929669180420154
0.001462426,0.001761052,831681e-9,0.0038138793799109517
0.002573724,0.003042091,0.002031483,0
0.00522264,0.006565316,0.005419967,0
0.010354272,0.015724651,0.017995184,0
0.01805901,0.028357962,0.022588658,0
0.089752493,0.208593995,0.246611272,0
0.273966494,0.525939106,0.523190242,0
0.572603189,1.065702544,0.827818631,0
