31412e-9,39457e-9,18241e-9,20403e-9,2156e-9,26992e-9
45977e-9,82387e-9,37363e-9,45907e-9,2043e-9,53351e-9
100848e-9,87766e-9,75098e-9,74592e-9,5462e-9,94231e-9
137849e-9,263498e-9,335482e-9,207604e-9,7466e-9,372234e-9
0.001564507,535634e-9,957504e-9,0.001355662,21869e-9,0.0011185
0.00457095,0.002853811,0.003303578,0.009518258,94756e-9,0.0047627
0.008015075,0.015831132,0.012885634,0.065190751,368502e-9,0.018448636
0.015902656,0.02720451,0.036465977,0.126194127,62103e-8,0.037518083
0.054442651,0.053383039,0.07952876,0.261971971,0.001250565,0.080504778
0.213481086,0.093047181,0.131507022,0.545937513,0.002188506,0.143302
0.412207728,0.15449044,0.204583122,0.863750694,0.003382116,0.234404848
1.565349005,0.845275203,0.926250819,3.128850295,0.015733231,1.086030112
3.506717429,2.147371714,2.18064609,8.539738989,0.044489858,2.505924597
5.916674098,4.453159048,5.591099932,19.432051486,0.114188108,6.367173298
