1047e-9,1281e-9,534e-9,1684e-9,1992e-9,481e-8
1311e-9,122e-8,4091e-9,3801e-9,6278e-9,14326e-9
527e-8,541e-8,7955e-9,3531e-9,6214e-9,35104e-9
13455e-9,9385e-9,10318e-9,3364e-9,922e-8,80868e-9
84579e-9,7231e-8,0.016681958,839e-8,41906e-9,601548e-9
365864e-9,298697e-9,0.008983747,31026e-9,142832e-9,0.001263243
0.00118555,0.001170025,0.001499885,76289e-9,494579e-9,0.005011596
0.002045449,74271e-8,827624e-9,75067e-9,428094e-9,0.011737119
0.005966127,0.002216053,0.00244287,183473e-9,0.001123619,0.038308631
0.01384331,0.00543022,0.007846812,306506e-9,0.002910898,0.126279479
0.025443448,0.010092237,0.015254188,29416e-8,0.005261073,0.176366213
0.101405352,0.04300936,0.108974988,50469e-8,0.012434361,0.577626104
0.140244693,0.121488535,0.295064546,0.001564796,0.028869596,1.186367989
0.227314269,0.187407357,0.541831479,0.007449711,0.071652275,1.743246379
