759e-9,1157e-9,708e-9,1332e-9,2686e-9,3514e-9
1667e-9,1304e-9,1117e-9,913e-9,2016e-9,5197e-9
1496e-9,2851e-9,2929e-9,993e-9,2127e-9,14413e-9
4599e-9,3355e-9,4346e-9,1448e-9,367e-8,25719e-9
22029e-9,35967e-9,50449e-9,2111e-9,17542e-9,261191e-9
159395e-9,141275e-9,203611e-9,4123e-9,59351e-9,955018e-9
598656e-9,146408e-9,542336e-9,19166e-9,8466e-8,0.002985272
743068e-9,285466e-9,0.001589015,433e-7,159918e-9,0.004160912
0.002017343,814508e-9,0.006465043,114364e-9,436147e-9,0.01531271
0.005927352,0.002551406,0.021604433,261038e-9,0.001131435,0.039018859
0.008965089,0.004895518,0.049406635,456897e-9,0.002124543,0.120780792
0.085795166,0.038878113,0.413279716,0.001804286,0.0117044,0.482003072
0.124320341,0.102003492,1.268553156,0.010881302,0.026326189,1.03217209
0.225721296,0.218423207,2.981833497,0.020438008,0.070311524,1.594673871
