5212e-9,6026e-9,7664e-9,-0.2217608425419229
8475e-9,10883e-9,739e-8,0.2923068964852853
13588e-9,22648e-9,11312e-9,0.200715964163754
38762e-9,71089e-9,35543e-9,-0.01776452414182545
223984e-9,335116e-9,14312e-8,-0.022794240226179173
0.001207082,0.001895952,97793e-8,0.026561620704434255
0.004980112,0.007706521,0.002310068,-0.0045979961767383315
0.013533066,0.021263846,0.006763428,-0.0017780132770336761
0.043019424,0.044715984,0.015691317,-0.00271443462999984
0.07871964,0.096904816,0.036288314,0
0.11736525,0.212379737,0.06288325,0
0.78393942,1.568409168,0.587448867,0
2.608604602,5.108324567,1.68352797,0
5.918787778,11.629724027,3.514346763,0
