15625e-9,16015e-9,3752e-9,7814e-9,1018e-9,12336e-9
2143e-8,28683e-9,16144e-9,1738e-8,1521e-9,21835e-9
43689e-9,42951e-9,54652e-9,43971e-9,1751e-9,6469e-8
67323e-9,9162e-8,191783e-9,138315e-9,4063e-9,195187e-9
365064e-9,404006e-9,85729e-8,0.001060094,16036e-9,957425e-9
0.001625811,0.00137767,0.002751426,0.007080051,62119e-9,0.003094641
0.008958894,0.005567792,0.010863102,0.032906846,280477e-9,0.012593379
0.025637237,0.014000578,0.026641516,0.08045864,733038e-9,0.031388865
0.131050682,0.048936021,0.091465816,0.251489935,0.002679078,0.109118031
0.45398251,0.143369437,0.266608678,0.694029627,0.007729208,0.324336642
0.918214145,0.290240628,0.540071827,1.294373934,0.016198559,0.65742869
6.91154225,2.059783997,3.690946738,7.594515054,0.108476557,4.627245726
21.963922347,6.731303351,15.412061092,26.220268719,0.360169041,18.47808566
52.442714053,17.353410676,41.303970755,64.285181941,0.83797864,48.554426095
